TAXONOMIC ORDER,COMMON NAME,OBSERVATION COUNT,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED
8043,Black Swift,2,47.6981686,-122.2101878,9/1/15,10:43:00
8043,Black Swift,15,47.5007162,-122.2146012,9/4/15,9:30:00
8043,Black Swift,10,47.5359699,-122.0440239,9/6/15,13:10:00
8043,Black Swift,8,47.6981686,-122.2101878,9/4/15,10:30:00
8043,Black Swift,1,47.6815336,-122.2505453,9/4/15,5:21:00
8043,Black Swift,1,47.6950188,-122.0972013,5/19/16,17:15:00
8043,Black Swift,30,47.662576,-122.12052,5/19/16,5:38:00
8043,Black Swift,25,47.662576,-122.12052,5/19/16,5:45:00
8043,Black Swift,1,47.663868,-122.4215317,5/29/16,6:50:00
8043,Black Swift,1,47.65424,-122.29137,5/30/16,6:25:00
8043,Black Swift,1,47.662576,-122.12052,5/30/16,10:11:00
8043,Black Swift,5,47.5354572,-122.0441151,5/30/16,11:10:00
8043,Black Swift,1,47.662576,-122.12052,5/25/16,7:55:00
8043,Black Swift,7,47.599951,-122.134904,5/28/16,
8043,Black Swift,6,47.4066334,-122.2595633,5/21/16,14:30:00
8043,Black Swift,7,47.662576,-122.12052,5/28/16,8:39:00
8043,Black Swift,75,47.662576,-122.12052,5/19/16,4:00:00
8043,Black Swift,75,47.662576,-122.12052,5/19/16,4:00:00
8043,Black Swift,75,47.662576,-122.12052,5/19/16,4:00:00
8043,Black Swift,75,47.662576,-122.12052,5/19/16,4:00:00
8043,Black Swift,1,47.7292207,-122.1133565,5/10/16,8:22:00
8043,Black Swift,1,47.7292207,-122.1133565,5/10/16,8:22:00
8043,Black Swift,2,47.523852,-121.7963326,6/13/16,8:05:00
8043,Black Swift,4,47.5416862,-121.8378156,6/22/16,19:30:00
8043,Black Swift,35,47.5597558,-122.0549817,6/24/16,6:30:00
8043,Black Swift,8,47.662576,-122.12052,6/9/16,5:30:00
8043,Black Swift,8,47.662576,-122.12052,6/9/16,5:30:00
8043,Black Swift,8,47.662576,-122.12052,6/9/16,5:30:00
8043,Black Swift,8,47.662576,-122.12052,6/9/16,5:30:00
8043,Black Swift,2,47.2837998,-122.1314049,6/22/16,6:33:00
8043,Black Swift,1,47.4253436,-121.4216495,6/22/16,9:46:00
8043,Black Swift,40,47.7617001,-122.2682297,6/15/16,10:00:00
8043,Black Swift,3,47.6815336,-122.2505453,6/14/16,5:40:00
8043,Black Swift,5,47.6815336,-122.2505453,6/14/16,7:45:00
8043,Black Swift,35,47.5597558,-122.0549817,6/24/16,6:30:00
8043,Black Swift,12,47.6061503,-122.1948836,6/15/16,7:59:00
8043,Black Swift,35,47.5597558,-122.0549817,6/24/16,6:30:00
8043,Black Swift,4,47.5416862,-121.8378156,6/22/16,19:30:00
8043,Black Swift,35,47.5597558,-122.0549817,6/24/16,6:30:00
8043,Black Swift,35,47.5597558,-122.0549817,6/24/16,6:30:00
8043,Black Swift,35,47.5597558,-122.0549817,6/24/16,6:30:00
8043,Black Swift,35,47.5597558,-122.0549817,6/24/16,6:30:00
8043,Black Swift,35,47.5597558,-122.0549817,6/24/16,6:30:00
8043,Black Swift,7,47.7635752,-122.3851633,6/15/16,6:45:00
8043,Black Swift,2,47.737632,-121.958463,6/16/16,15:21:00
8043,Black Swift,35,47.5597558,-122.0549817,6/24/16,6:30:00
8043,Black Swift,8,47.6815336,-122.2505453,6/25/16,8:14:00
8043,Black Swift,35,47.5597558,-122.0549817,6/24/16,6:30:00
8043,Black Swift,1,47.523852,-121.7963326,6/8/16,15:48:00
8043,Black Swift,8,47.47029,-121.74207,6/17/16,20:05:00
8043,Black Swift,5,47.662576,-122.12052,6/16/16,5:38:00
8043,Black Swift,6,47.662576,-122.12052,6/9/16,5:24:00
8043,Black Swift,3,47.662576,-122.12052,6/18/16,11:25:00
8043,Black Swift,3,47.5007162,-122.2146012,6/15/16,12:10:00
8043,Black Swift,4,47.662576,-122.12052,6/26/16,16:59:00
8043,Black Swift,4,47.662576,-122.12052,6/9/16,6:10:00
8043,Black Swift,1,47.6815336,-122.2505453,6/18/16,10:00:00
8043,Black Swift,3,47.662576,-122.12052,6/19/16,8:03:00
8043,Black Swift,10,47.1601251,-121.905992,6/18/16,10:55:00
8043,Black Swift,3,47.7565344,-122.2212031,6/18/16,16:00:00
8043,Black Swift,6,47.5416862,-121.8378156,6/28/16,20:24:00
8043,Black Swift,6,47.5416862,-121.8378156,6/28/16,20:24:00
8043,Black Swift,12,47.662576,-122.12052,6/16/16,4:00:00
8043,Black Swift,2,47.6262653,-121.9228685,6/29/16,16:55:00
8043,Black Swift,2,47.662576,-122.12052,6/30/16,4:00:00
